amount,venue,address,city,state,zip,type
17834.77,"Oklahoma Shakespeare in the Park, Inc. - SVOG",2920 Paseo ,Oklahoma City,OK,73103,Live performing arts organization operator
45282.75,Opry Heritage Foundation of Oklahoma - SVOG,2304 Exchange Avenue ,Oklahoma City,OK,73108,Live performing arts organization operator
38728.08,Rodeo Cinema Foundation - SVOG,2221 Exchange Ave ,Oklahoma City,OK,73108,Motion picture theater operator
1626004.10,"SCIENCE MUSEUM OKLAHOMA, INC. - SVOG",2020 REMINGTON PLACE ,Oklahoma City,OK,73111,Museum Operator
68173.75,Subsonix LLC - SVOG,8401 NW 141st Cir ,Oklahoma City,OK,73142,Live venue operator or promoter
318562.25,"THE LOONY BIN OF OKC, L.L.C. - SVOG",8503 N Rockwell Ave Ste A ,Oklahoma City,OK,73132,Live venue operator or promoter
3312.94,The Vanguart - SVOG,10900 Blue Sage Rd ,Oklahoma City,OK,73120,Theatrical producer
194558.15,UNRULY CITIZENS LLC - SVOG,12505 Heritage Oaks Dr,Oklahoma City,OK,73120,Live venue operator or promoter
147204.02,MRA Interests LLC - SVOG,119 E Paul Ave ,Pauls Valley,OK,73075,Motion picture theater operator
247909.22,Jon Pickel DBA Poteau Theatres - SVOG,305 Coggins Ave. ,Poteau,OK,74953,Motion picture theater operator
180273.00,Pryor Creek Music Festivals Inc. - SVOG,1421 W 450 Rd ,Pryor,OK,74361,Live venue operator or promoter
86781.16,"Sapulpa Cinema 8, LLC - SVOG",10141 State Highway 66 ,Sapulpa,OK,74066,Motion picture theater operator
11626.26,"Sapulpa Community Theatre, Inc. - SVOG",P. O. Box 827,Sapulpa,OK,74067,Live performing arts organization operator
204087.15,Seminole Theaters LLC - SVOG,1110 E STROTHER AVE ,Seminole,OK,74868,Motion picture theater operator
126713.30,"Jones Theatres, Inc. - SVOG",3031 N Harrison Street ,Shawnee,OK,74804,Motion picture theater operator
14614.00,Pottawatomie County Historical Society - SVOG,207 N. Minnesota ,Shawnee,OK,74801,Museum Operator
652748.02,TDH Concessions LLC - SVOG,5212 W Lakeview Rd ,Stillwater,OK,74075,Live venue operator or promoter
746666.00,Queen Productions LLC - SVOG,4374 Goddard Youth Camp Rd ,Sulphur,OK,73086,Talent representative
534871.62,Tahlequah Digital Entertainment LLC - SVOG,1100 N Heritage Ln ,Tahlequah,OK,74501,Motion picture theater operator
54243.22,"Brady Properties, INC - SVOG",1437 South Boulder Ave Suite 1250,Tulsa,OK,74119,Live venue operator or promoter
4588305.75,"Celebrity Attractions, Inc - SVOG",7506 E 91st St ,Tulsa,OK,74133,Live venue operator or promoter
283636.25,Circle Cinema Foundation Inc - SVOG,8 South Lewis Ave ,Tulsa,OK,74104,Motion picture theater operator
47445.42,Clark Youth Theatre Incorporated - SVOG,4825 S Quaker Avenue ,Tulsa,OK,74105,Live performing arts organization operator
118027.80,"Craft Productions of Oklahoma, Inc - SVOG",8011-A Sheridan Rd ,Tulsa,OK,74133,Live performing arts organization operator
20129.23,"Do It Booking, Inc - SVOG","10 E. Archer St, #1509 ",Tulsa,OK,74103,Talent representative
1278869.80,"Doc Roc, LLC - SVOG","6565 S YALE AVE, STE 709",Tulsa,OK,74136,Live venue operator or promoter
48609.79,"ELEVENTH HOUR ENIGMA, LLC - SVOG",1325 EAST 6TH STREET ,Tulsa,OK,74120,Live venue operator or promoter
470888.38,"Four Star Entertainment, L.L.C. - SVOG","8421 E 61st St, Ste. V ",Tulsa,OK,74133,Motion picture theater operator
182295.23,GAYTAN ENTERTAINMENT INC. dba COYOTE MANCO - SVOG,2160 S Garnett RD ,Tulsa,OK,74129,Live venue operator or promoter
244163.13,Heritage Society of Tulsa - SVOG,2210 S Main St. ,Tulsa,OK,74114,Museum Operator
36167.70,"Kornfield Friends, LLC - SVOG",4803 So. Owasso ,Tulsa,OK,74135,Live performing arts organization operator
9374.00,Nogginjog LLC - SVOG,5925 E 25th Pl ,Tulsa,OK,74114,Live venue operator or promoter
1581698.11,"Oktoberfest, Inc. - SVOG","2121 S. Columbia Ave, Ste. 205",Tulsa,OK,74114,Live venue operator or promoter
507955.95,"Philbrook Museum of Art, Inc. - SVOG",2727 South Rockford Road ,Tulsa,OK,74114,Museum Operator
177760.90,"Ring of Fire, LLC - SVOG",1747 S Boston Ave ,Tulsa,OK,74119,Live venue operator or promoter
1686888.85,Rodney Carrington Enterprises - SVOG,1743 E 71st St ,Tulsa,OK,74136,Live performing arts organization operator
114403.05,"Scotfest, Inc (formerly Tulsa Scottish Games & Gathering, Inc) - SVOG",P.O. Box 471664,Tulsa,OK,74147,Live venue operator or promoter
100961.00,"Shrine Entertainment Group, LLC - SVOG",112 E. 18th St. ,Tulsa,OK,74119,Live venue operator or promoter
26838.86,"Studio 3-8, LLC - SVOG",308 S Lansing Ave ,Tulsa,OK,74120,Live venue operator or promoter
251816.83,"THE LOONY BIN OF TULSA, LLC - SVOG",6808 S MEMORIAL DR,Tulsa,OK,74133,Live venue operator or promoter
156037.50,The Professional Group LLC - SVOG,8835 E 77th PL,Tulsa,OK,74133,Talent representative
262445.00,Theatre Tulsa - SVOG,PO Box 995 ,Tulsa,OK,74101,Theatrical producer
200031.00,TILL METRO ENTERTAINMENT LTD - SVOG,222 North Main Street ,Tulsa,OK,74103,Live venue operator or promoter
110682.58,"Tulsa Air and Space Museum, Inc. - SVOG",3624 N. 74th East Ave. ,Tulsa,OK,74115,Museum Operator
742833.66,Tulsa Ballet Theater Inc - SVOG,1212 E 45th PL,Tulsa,OK,74105,Live performing arts organization operator
1297622.69,Tulsa Performing Arts Center Trust - SVOG,110 E 2nd Street ,Tulsa,OK,74103,Live performing arts organization operator
22691.85,Tulsa Symphony Orchestra Inc. - SVOG,117 N BOSTON AVE STE 201,Tulsa,OK,74103,Live performing arts organization operator
4979038.00,"Tulsa Zoo Management, Inc. - SVOG",6421 East 36th Street North ,Tulsa,OK,74115,Museum Operator
841791.11,"Center Cinemas, Inc. - SVOG",124 S. Wilson,Vinita,OK,74301,Motion picture theater operator
239904.00,Movie Geek Enterprises LLC - SVOG,321 2nd Ave. SW ,Albany,OR,97321,Motion picture theater operator
461495.30,"BMS Celebration, Inc - SVOG",180 N Pioneer St,Ashland,OR,97520,Live venue operator or promoter
8406430.00,"Coming Attractions Theatres, Inc. - SVOG",2200 Ashland Street ,Ashland,OR,97520,Motion picture theater operator
15518.00,Jessica Sage - SVOG,500 Iowa St ,Ashland,OR,97520,Live performing arts organization operator
855434.30,"Oregon Cabaret Theatre, Inc. - SVOG",241 Hargadine St.,Ashland,OR,97520,Live performing arts organization operator
10000000.00,Oregon Shakespeare Festival Association - SVOG,15 S Pioneer St ,Ashland,OR,97520,Live performing arts organization operator
172407.23,Rogue Valley Symphony Association - SVOG,"33 N. First Street, Suite 1 ",Ashland,OR,97520,Live performing arts organization operator
35752.46,Southern Oregon Repertory Singers - SVOG,PO Box 1091 ,Ashland,OR,97520,Live performing arts organization operator
58469.62,Astor Street Opry Company - SVOG,129 W. Bond Street ,Astoria,OR,97103,Live performing arts organization operator
203898.15,"Liberty Restoration, Inc - SVOG",1203 Commercial Street,Astoria,OR,97103,Live performing arts organization operator
182996.26,"Eltrym Theater, LLC. - SVOG",1809 1st Street ,Baker City,OR,97814,Motion picture theater operator
1144425.20,Beach Cinema Alehouse LLC - SVOG,16055 SW Walker Road #425 ,Beaverton,OR,97006,Motion picture theater operator
734092.28,"Cornelius Cinemas, Inc. - SVOG","16055 SW Walker Road, #425 ",Beaverton,OR,97006,Motion picture theater operator
866135.57,Glory Entertainment LLC - SVOG,8718 SW Muledeer Dr ,Beaverton,OR,97007,Live venue operator or promoter
75500.00,Michael Allen Harrison Productions - SVOG,15655 NW Perimeter Dr. ,Beaverton,OR,97006,Live venue operator or promoter
735534.32,Renewal House Northwest - SVOG,10930 SW Walker Rd ,Beaverton,OR,97005,Live venue operator or promoter
112735.66,1988 Entertainment - SVOG,37 SE Bridgeford Blvd A2,Bend,OR,97702,Live venue operator or promoter
147037.00,"BendFilm, Inc. - SVOG",1000 NW Wall Street Suite 240,Bend,OR,97703,Motion picture theater operator
88614.53,Cascades Theatrical Company - SVOG,148 Greenwood Avenue,Bend,OR,97703,Live performing arts organization operator
138837.33,"D Squared Productions, INC. - SVOG",3279 NE Jonahs Ct. ,Bend,OR,97701,Live venue operator or promoter
34542.00,"Ghost Tree Invitational, LTD - SVOG",63088 NE 18th Street Suite 200 ,Bend,OR,97701,Live venue operator or promoter
880684.00,High Desert Museum - SVOG,59800 S HWY 97 ,Bend,OR,97702,Museum Operator
1126014.20,"Lay it Out, Inc. - SVOG",704 NW Georgia ,Bend,OR,97701,Live performing arts organization operator
208474.01,Midtown Events LLC - SVOG,51 NW GREENWOOD ,Bend,OR,97703,Live venue operator or promoter
530665.80,TOWER THEATRE FOUNDATION - SVOG,835 NW WALL ST. ,Bend,OR,97703,Live venue operator or promoter
148825.35,"Dos Mil, LLC - SVOG",621 Chetco Avenue P.O. Box 82,Brookings,OR,97415,Motion picture theater operator
541394.74,Canby Cinema 8 LLC - SVOG,"252 NE 2nd Ave Apt, suite, floor, etc.",Canby,or,97013,Motion picture theater operator
15846.75,CANBY PIONEER CHAPEL - SVOG,508 NW 3RD AVE ,Canby,OR,97013,Live venue operator or promoter
3619.60,Cannon Beach Historical Society - SVOG,1387 South Spruce Street,Cannon Beach,OR,97110,Museum Operator
98511.32,Coaster Theater Productions - SVOG,108 N. Hemlock ,Cannon Beach,OR,97110,Live venue operator or promoter
57306.65,Egyptian Theatre Preservation Association - SVOG,229 South Broadway ,Coos Bay,OR,97420,Motion picture theater operator
150318.00,24FPS INC - SVOG,215 SW 4th ST ,Corvallis,OR,97333,Motion picture theater operator
111702.42,Whiteside Theatre Foundation - SVOG,PO Box #1105 ,Corvallis,OR,97339,Live performing arts organization operator
57505.65,Cottage Theatre - SVOG,700 Village Drive ,Cottage Grove,OR,97424,Live performing arts organization operator
80373.15,Jeff Mexico LLC - SVOG,166 SE Mill ST ,Dallas,OR,97338,Motion picture theater operator
124878.11,Willamette Cascades Community Land Trust - SVOG,81868 LOST VALLEY LN,Dexter,OR,97431,Live venue operator or promoter
9819.50,Philip Foster Farm Historic Site - SVOG,22725 SE Eagle Creek Rd. ,Eagle Creek,OR,97022,Museum Operator
73908.30,Friends of the Opera House - SVOG,P.O. Box 492 ,Elgin,OR,97827,Live performing arts organization operator
18014.50,Wallowa Valley Music Alliance - SVOG,PO Box 148 309 East Logan,Enterprise,OR,97828,Live performing arts organization operator
137859.41,Ballet Fantastique - SVOG,960 Oak St. ,Eugene,OR,97401,Live performing arts organization operator
20755.35,Benjamin Annand - SVOG,541 Willamette St. Suite 102 ,Eugene,OR,97401,Live venue operator or promoter
210130.65,Bijou Classic LLC - SVOG,492 E 13th Ave ,Eugene,OR,97401,Motion picture theater operator
2519077.50,City of Eugene - Hult Center for the Performing Arts - SVOG,125 E. 8th Ave ,Eugene,OR,97401,Live venue operator or promoter
266676.41,COMMUNITY CENTER FOR THE PERFORMING ARTS - SVOG,291 W 8TH AVE ,Eugene,OR,97401,Live venue operator or promoter
189400.45,Dankshaca LLC - SVOG,44 East 7th Ave ,Eugene,OR,97401,Live venue operator or promoter
107899.31,David Minor Theater LLC - SVOG,360 W 1st Ave. ,Eugene,OR,97401,Motion picture theater operator
292800.70,Emeraldsburg Inc - SVOG,407 Blair Blvd,Eugene,Or,97402,Live venue operator or promoter
620517.42,Eugene Ballet Company - SVOG,174 East 16th Avenue ,Eugene,OR,97401,Live performing arts organization operator
54674.12,"Eugene Science Center, Inc. - SVOG",2200 Leo Harris Parkway ,Eugene,OR,97401,Museum Operator
448366.50,"Eugene Symphony Association, Inc. - SVOG",115 West 8th Avenue Suite 115,Eugene,OR,97401,Live performing arts organization operator
147350.46,Faerieworlds LLC - SVOG,3816 North Shasta Loop ,Eugene,OR,97405,Live venue operator or promoter
1829657.95,"Kesey Enterprises, Inc. - SVOG",29440 Airport Rd ,Eugene,OR,97402,Live venue operator or promoter
120712.30,MAINSTAGE THEATRE COMPANY - SVOG,P. O. Box 11732,Eugene,OR,97440,Live performing arts organization operator
413870.90,OCTOBER 17 LLC - SVOG,43 W Broadway ,Eugene,OR,97401,Motion picture theater operator
14843.65,Orchestra Next - SVOG,174 E 16th Ave Suite 142,Eugene,OR,97401,Live performing arts organization operator
133873.51,Oregon Contemporary Theatre - SVOG,194 W Broadway ,Eugene,OR,97401,Live performing arts organization operator
1279027.20,Oregon Country Fair - SVOG,442 Lawrence St. ,Eugene,OR,97401,Live venue operator or promoter
86755.44,Rose Children's Theatre - SVOG,3843 Vine Maple St ,Eugene,OR,97405,Live performing arts organization operator
219444.50,Simply Pacific LLC - SVOG,199 W 8th Ave ,Eugene,OR,97401,Live venue operator or promoter
481137.85,The John G. Shedd Institute for the Arts - SVOG,P.O. Box 1497 ,Eugene,OR,97440,Live performing arts organization operator
52800.00,Willamette Jazz Society - SVOG,124 W. Broadway Ave ,Eugene,OR,97401,Live performing arts organization operator
32446.53,"Children's Repertory of Oregon Workshops, Inc. (C.R.O.W.) - SVOG",3120 Hwy 101,Florence,OR,97439,Live performing arts organization operator
336817.54,City Lights Cinemas LLC - SVOG,1930 Highway 101 ,Florence,OR,97439,Motion picture theater operator
65796.13,"Dancin Dakinis, Incorporated - SVOG",407 Slusher Store Rd. NE ,Floyd,OR,24091,Live venue operator or promoter
138803.85,The Rogue Theatre Inc. - SVOG,143 SE H St. ,Grants Pass,OR,97526,Live performing arts organization operator
52325.00,Cine Escapes LLC - SVOG,204 ne 2nd street ,Gresham,OR,97030,Live performing arts organization operator
369110.91,Mt Hood Theatre Inc - SVOG,401 E Powell,Gresham,OR,97030,Motion picture theater operator
102214.95,"VOICES, INC - SVOG",4294 SE Augusta Loop ,Gresham,OR,97080,Live performing arts organization operator
70425.45,Bag And Baggage Productions - SVOG,350 E. Main Street,Hillsboro,OR,97123,Live performing arts organization operator
28736.53,"Friends of H.A.R.T., Inc. - SVOG",PO Box 552 ,Hillsboro,OR,97123,Theatrical producer
1059621.90,NW Event Management Group Inc - SVOG,2900 NE Century Blvd ,Hillsboro,OR,97124,Live venue operator or promoter
25600.00,Stages Performing Arts Youth Academy - SVOG,1140 SE 38th Ave ,Hillsboro,OR,97123,Live performing arts organization operator
818096.70,Skylight Entertainment - SVOG,107 Oak ,Hood River,OR,97031,Motion picture theater operator
147618.52,Ross Ragland Theatre - SVOG,218 N 7th St. ,Klamath Falls,OR,97601,Live performing arts organization operator
16481.88,HQ LLC - SVOG,116 Depot Street ,La Grande,OR,97850,Live venue operator or promoter
323396.64,La Grande Theatres LLC - SVOG,1311 Adams Ave ,La Grande,OR,97850,Motion picture theater operator
739385.95,Lakewood Theatre Company - SVOG,368 S State St ,Lake Oswego,OR,97034,Live performing arts organization operator
41400.00,One World Chorus - SVOG,333 South State Street 229,Lake Oswego,OR,97034,Live performing arts organization operator
773600.76,Oswego Investors LLC - SVOG,106 N State St,Lake Oswego,OR,97202,Motion picture theater operator
26190.65,Sarah W McCarthy - SVOG,5871 Bonita Road ,Lake Oswego,OR,97035,Talent representative
78571.80,Kuhn Theater LLC - SVOG,668 S Main St ,Lebanon,OR,97355,Motion picture theater operator
17956.70,Siletz Bay Music Festival - SVOG,PO Box 1041 ,Lincoln Ciity,OR,97367,Live performing arts organization operator
72942.00,Bijou Theatre - SVOG,1624 NE Hwy 101 ,Lincoln City,OR,97367,Motion picture theater operator
162436.50,Lincoln City Cultural Center - SVOG,540 NE Hwy 101 POB 752,Lincoln City,OR,97367,Live performing arts organization operator
276524.42,Madras Cinema 5 LLC - SVOG,1101 SW Hwy 97 ,Madras,OR,97441,Motion picture theater operator
1298038.90,Evergreen Aviation and Space Museum and the Michael King Smith Educati - SVOG,500 NE Captain Michael King Smith Way ,Mcminnville,OR,97128,Museum Operator
337384.00,Craterian Performances Company - SVOG,23 S Central Avenue ,Medford,OR,97501,Live venue operator or promoter
1022466.60,Peter Britt Gardens Music and Arts Festival Association - SVOG,216 West Main ,Medford,OR,97501,Live performing arts organization operator
4924.82,"Phoenix Clubhouse LLC, The - SVOG",2237 S Columbus Ave,Medford,OR,97501,Live venue operator or promoter
77835.48,Randall Theatre Company - SVOG,115 E Main Street ,Medford,OR,97501,Live performing arts organization operator
6270.00,"Vibe One Music, LLC - SVOG",601 Shadow Wood Dr ,Medford,OR,97501,Talent representative
30598.20,Western Oregon University - SVOG,345 Monmouth Ave N ,Monmouth,OR,97361,Live venue operator or promoter
2850623.98,McKee Enterprises Inc. - SVOG,P.O. BOX 1930,New Port,OR,97365,Motion picture theater operator
3691507.47,Oregon Coast Aquarium Inc - SVOG,2820 SE Ferry Slip Rd ,Newport,OR,97365,Museum Operator
134014.63,Oregon Coast Council for the Arts - SVOG,777 W Olive St PO Box 1315,Newport,OR,97365,Live performing arts organization operator
556769.05,"Happy Canyon Company, Inc. - SVOG",1114 SE COURT AVE PO BOX 609,Pendleton,OR,97801,Live venue operator or promoter
35448.67,Jackalope Jamboree LLC - SVOG,314 NW Gilliam Ave ,Pendleton,OR,97801,Live venue operator or promoter
13934.17,Oregon East Symphony - SVOG,500 SW Dorion ,Pendleton,OR,97801,Live performing arts organization operator
1503137.70,"STADIUM ENTERTAINMENT, LLC - SVOG",822 NW 8th Street PO Box 1005,Pendleton,OR,97801,Live venue operator or promoter
44530.31,Umatilla County Historical Society - SVOG,108 SW Frazer PO Box 253 ,Pendleton,OR,97801,Museum Operator
626008.20,"21 Screens, LLC - SVOG",616 NW 21st Avenue ,Portland,OR,97209,Motion picture theater operator
39826.80,45th Parallel - SVOG,PO Box 12273 ,Portland,OR,97212,Live performing arts organization operator
969537.91,Afton LLC - SVOG,1001 SE Water Ave #250 ,Portland,OR,97214,Live venue operator or promoter
4635.00,"Alaska Music Festivals, LLC - SVOG",8337 SE Morrison St. ,Portland,OR,97216,Live venue operator or promoter
34687.02,Alberta Abbey Foundation - SVOG,126 NE Alberta St Ste 108,Portland,OR,97211,Live venue operator or promoter
4603.98,Amber Catlin - SVOG,9994 SE WASHINGTON ST ,Portland,OR,97216,Live venue operator or promoter
137722.95,Artichoke Community Music - SVOG,2007 SE Powell Blvd ,Portland,OR,97002,Live venue operator or promoter
166363.69,Artists Repertory Theatre - SVOG,1515 SW Morrison Street ,Portland,OR,97205,Theatrical producer
67313.00,"Bad Reputation Productions, LLC/ The Siren Theater - SVOG",315 NW Davis ,Portland,OR,97209,Live venue operator or promoter
479445.00,"Beloved Presents, LLC - SVOG",3755 SE Yamhill,Portland,OR,97214,Live venue operator or promoter
12349.17,Blue Sun Entertainment LLC - SVOG,"6354 SE Foster Rd, #5 ",Portland,OR,97206,Talent representative
9747.00,Blues Recess Productions - SVOG,2735 SE 30th Ave,Portland,OR,97202,Live performing arts organization operator
4428.25,Boom Arts - SVOG,3121 SW Moody Ave. suite 200 ,Portland,OR,97239,Theatrical producer
148085.00,Bouquet Enterprise LLC - SVOG,1665 SE Bybee Blvd ,Portland,OR,97212,Live venue operator or promoter
464021.47,"BREWVIES, LLC - SVOG",7818 SE Stark St ,Portland,OR,97215,Motion picture theater operator
2012784.67,"BURNSIDE ENTERTAINMENT GROUP, LLC - SVOG",830 E BURNSIDE ST ,Portland,OR,97214,Live venue operator or promoter
105451.70,CAPPELLA ROMANA - SVOG,620 SW MAIN ST STE 714 ,Portland,OR,97205,Live performing arts organization operator
1504930.45,"Center Stage Comedy West, LLC - SVOG",1510 SE 9th Avenue ,Portland,OR,97214,Live venue operator or promoter
129731.95,"Chamber Music Northwest, Inc. - SVOG","2300 SW 1st Ave, Ste 103 ",Portland,OR,97201,Live performing arts organization operator
137368.35,Clinton Street Theater - SVOG,2522 Southeast Clinton Street ,Portland,OR,97202,Motion picture theater operator
36491.69,CoHo Productions Ltd. - SVOG,2257 NW Raleigh St ,Portland,Or,97210,Live venue operator or promoter
282810.62,Curious Comedy Productions (in DUNS as Comedy Prod Curious) - SVOG,5225 NE M L King Blvd ,Portland,OR,97211,Live venue operator or promoter
11573.64,CymaSpace - SVOG,1732 SE Haig St ,Portland,OR,97202,Live performing arts organization operator
395284.00,Double Skunk LLC - SVOG,2958 NE Glisan St.,Portland,OR,97232,Live venue operator or promoter
324425.66,"DTL, Inc. dba Double Tee Concerts - SVOG",10 NW 6th Ave. ,Portland,OR,97209,Live venue operator or promoter
508916.09,E45T LLC - SVOG,315 SE 3RD AVE ,Portland,OR,97214,Live venue operator or promoter
4909.50,en Taiko - SVOG,4938 NE 15th Ave #E,Portland,OR,97211,Live performing arts organization operator
1116049.95,Film Action Oregon - SVOG,4035 NE Sandy Blvd Suite 212 ,Portland,OR,97212,Motion picture theater operator
137206.70,Friends of Chamber Music - SVOG,211 SE Caruther St Suite 202,Portland,OR,97214,Live performing arts organization operator
1497644.20,Good George LLC - SVOG,3939 N Mississippi Ave ,Portland,OR,97227,Live venue operator or promoter
21914.71,Hand2Mouth - SVOG,3121 South Moody Ave Suite 105,Portland,OR,97239,Live performing arts organization operator
299164.36,Harefest LLC - SVOG,6115 NE 30TH AVE ,Portland,OR,97211,Live venue operator or promoter
453487.50,"Hawthorne Entertainment, Inc - SVOG",317 NE Sacramento Street,Portland,OR,97212,Live venue operator or promoter
476620.21,Holocene LLC - SVOG,1001 SE Morrison ,Portland,OR,97214,Live venue operator or promoter
136608.80,"Imago, The Theatre Mask Ensemble - SVOG",17 SE 8th Avenue ,Portland,OR,97214,Live performing arts organization operator
3495388.36,Japanese Garden Society of Oregon - SVOG,611 SW Kingston Ave. ,Portland,OR,97205,Museum Operator
368826.50,Jason Fellman Music LLC - SVOG,6115 NE 30th Ave ,Portland,OR,97211,Live venue operator or promoter
18266.23,Kickstand Comedy - SVOG,16 NW Broadway Street ,Portland,OR,97209,Live performing arts organization operator
679527.13,Lil Fats Inc. - SVOG,1233 SE 122ND AVE ,Portland,OR,97233,Live venue operator or promoter
591018.75,Literary Arts Inc - SVOG,925 SW Washington Street ,Portland,OR,97205,Live performing arts organization operator
1190493.93,"Living Room Theaters Oregon, LLC - SVOG",921 SW Washington S. Suite 220,Portland,OR,97205,Motion picture theater operator
483397.69,"LR Theaters, LLC - SVOG",921 SW Washington St Suite 220,Portland,OR,97205,Motion picture theater operator
111971.60,Metropolitan Youth Symphony - SVOG,4800 SW Macadam Ave Suite 105 ,Portland,OR,97225,Live performing arts organization operator
822221.24,Milieu Productions LLC - SVOG,3000 NE Alberta Street ,Portland,OR,97211,Live venue operator or promoter
97093.00,Miracle Theatre Group - SVOG,425 SE 6th Ave ,Portland,OR,97214,Live performing arts organization operator
30627.45,Misfit Academy - SVOG,210 SE Madison St Ste 15 ,Portland,OR,97214,Live venue operator or promoter
1412263.40,Mississippi Productions Inc. - SVOG,3939 N Mississippi Ave ,Portland,OR,97227,Live venue operator or promoter
6018455.70,"MONQUI, INC. - SVOG","1028 SE WATER AVE., STE. 270 ",Portland,OR,97228,Live venue operator or promoter
12273.29,Montavilla Jazz Festival - SVOG,1178 SE 86th Ave ,Portland,OR,97216,Live performing arts organization operator
170981.73,Naveed Inc - SVOG,1001 SE Water Ave #250 ,Portland,OR,97214,Talent representative
37433.96,New Expressive Works - SVOG,3737 SE CARUTHERS STREET,Portland,OR,97214,Live performing arts organization operator
146634.70,Nordic Northwest - SVOG,8800 SW Oleson Road ,Portland,OR,97223,Live venue operator or promoter
283349.90,"Northwest Children's Theater and School, Inc - SVOG",1819 NW Everett Street ,Portland,OR,97209,Live performing arts organization operator
424012.60,Northwest Professional Dance Project - SVOG,211 NE 10th Ave ,Portland,OR,97232,Live performing arts organization operator
282994.35,"Old Church Society, Inc., The - SVOG",1422 SW 11th Ave. ,Portland,OR,97201,Live venue operator or promoter
6993.00,Opera Theater Oregon - SVOG,5415 N Albina c/o Lisa Lipton ,Portland,OR,97217,Live performing arts organization operator
1614863.28,Oregon Ballet Theatre - SVOG,0720 SW Bancroft Street ,Portland,OR,97239,Live performing arts organization operator
1053161.90,Oregon Children's Theatre Company - SVOG,1939 NE Sandy Blvd. ,Portland,OR,97232,Live performing arts organization operator
37903.50,Oregon Crusaders - SVOG,22700 NW Gillihan Rd ,Portland,OR,97231,Live performing arts organization operator
4594515.92,Oregon Museum of Science and Industry - SVOG,1945 SE Water Avenue ,Portland,OR,97214,Museum Operator
2310423.44,Oregon Symphony Association - SVOG,"921 SW Washington Street, Suite 200 ",Portland,OR,97205,Live performing arts organization operator
86469.97,Oregon Symphony Association in Salem - SVOG,"921 SW Washington Street, Suite 200 ",Portland,OR,97205,Live performing arts organization operator
1508118.00,"Oregon Theater Management, Inc. - SVOG",10 NW 6TH AVE ,Portland,OR,97209,Live venue operator or promoter
10000000.00,Oregon Zoo - SVOG,4001 SW Canyon Road ,Portland,OR,97221,Museum Operator
84122.70,Pacific Youth Choir - SVOG,620 SW Main St Suite 203,Portland,OR,97205,Live performing arts organization operator
371922.65,"Pal Promotions, LLC - SVOG",2845 SE STARK ST ,Portland,OR,97214,Live venue operator or promoter
3353.00,Petra Delarocha - SVOG,5234 NE 32nd Place ,Portland,OR,97211,Live performing arts organization operator
929047.70,Pickathon LLC - SVOG,PO Box 13721,Portland,OR,97213,Live venue operator or promoter
19111.67,PILOT LIGHT BOOKING LLC - SVOG,3817 NE 6TH AVE,Portland,OR,97212,Live venue operator or promoter
706901.00,Portland Art Museum - SVOG,1219 SW Park Ave ,Portland,OR,97205,Museum Operator
149320.50,Portland Baroque Orchestra - SVOG,610 SW Broadway Ste. 605 ,Portland,OR,97205,Live performing arts organization operator
2054760.00,Portland Center Stage - SVOG,128 NW 11th Avenue ,Portland,OR,97209,Live performing arts organization operator
72955.90,Portland Gay Men's Chorus - SVOG,"921 SW Washington Street, Suite 222",Portland,OR,97205,Live performing arts organization operator
104306.85,Portland Jazz Festival Incorporated - SVOG,5212 NE Sacramento St ,Portland,OR,97213,Live venue operator or promoter
176948.87,Portland Metro Arts - SVOG,9003 SE Stark St ,Portland,OR,97216,Live performing arts organization operator
984796.95,"Portland Opera Association, Inc - SVOG",211 SE Caruthers Street ,Portland,OR,97214,Live performing arts organization operator
80470.59,Portland Revels - SVOG,3121 S Moody Ave #200,Portland,OR,97239,Theatrical producer
7959329.90,Portland'5 Centers for the Performing Arts - SVOG,1111 SW Broadway ,Portland,OR,97205,Live venue operator or promoter
56832.75,Profile Theatre Project - SVOG,PO Box 14845 ,Portland,OR,97239,Live performing arts organization operator
39766.45,Quality Inc. - SVOG,1631 NE Broadway Street #306 ,Portland,OR,97232,Talent representative
1177300.52,"Red Cube Productions, LLC - SVOG",305 SE 3rd Ave. Suite #401,Portland,OR,97214,Live venue operator or promoter
245593.30,RNC Holdimgs LLC - SVOG,11388 SW Riverwood Rd,Portland,OR,97219,Live venue operator or promoter
107721.84,Roseway Cinemas LLC - SVOG,7229 NE Sandy Blvd ,Portland,OR,97213,Motion picture theater operator
112538.45,"Royal Artist Group, LLC. - SVOG",10 NW 6th Street ,Portland,OR,97209,Talent representative
103638.60,Shaking the Tree Inc. - SVOG,823 SE Grant St. ,Portland,OR,97214,Theatrical producer
485000.00,SHOTGUN LABS LLC - SVOG,314 W BURNSIDE STE 200 ,Portland,OR,97209,Live venue operator or promoter
243042.30,Soul'd Out Productions LLC - SVOG,3535 NE 39th Ave (aka NE Cesar E Chavez Blvd),Portland,OR,97212,Live venue operator or promoter
193885.90,Starlini Enterprises Inc - SVOG,1125 SE Madison Street,Portland,OR,97214,Live venue operator or promoter
86850.00,Ten Grands Concerts - SVOG,7455 SW BRIDGEPORT RD #205 ,Portland,OR,97224,Live performing arts organization operator
862518.33,"The Music Trust, LLC - SVOG",4033 SW 53RD PL ,Portland,OR,97221,Talent representative
234741.68,The Portland Ballet - SVOG,6250 SW Capitol Hwy ,Portland,OR,97239,Live performing arts organization operator
